cat_num,format,parent_species,recordist,year,date_uploaded,asset_restricted,behaviors,age_sex,ml_collection_type,average_community_rating
327341191,audio,Columba livia,Mike Ambrose,2021,4/17/2021,Public,,,,0
184962571,audio,Columba livia,Michael Schrimpf,2019,10/29/2019,Public,Call,,,2.55
238915361,audio,Columba livia,Paul Marvin,2020,5/26/2020,Public,Song,,,3.05
477696261,audio,Columba livia,Sharad Apte,2022,8/23/2022,Public,Nest Building,Adult Male – 1,,3
135198591,audio,Columba livia,Sandi Keereweer,2019,1/15/2019,Public,,,,3.08
592492691,audio,Columba livia,Sreekumar Chirukandoth,2023,7/9/2023,Public,,,,1
457638441,audio,Columba livia,Michel Robert,2022,6/8/2022,Public,,,,0
65861401,audio,Columba livia,Juan D Astorga,2017,8/12/2017,Public,,,,2.43
496441511,audio,Columba livia,Silas Würfl,2022,10/22/2022,Public,Call,Juvenile – 1,,4
225902,audio,Columba livia,Bob McGuire,2017,4/25/2017,Public,Call,Unknown – 112,archive,2.91
387368151,audio,Columba livia,Dr Surendra Azad,2021,11/12/2021,Public,,,,3
280833871,audio,Columba livia,Kim Cancino,2020,11/18/2020,Public,Call; Non-vocal,,,1.76
578615761,audio,Columba livia,Anonymous,2023,5/29/2023,Public,,,,0
226451521,audio,Columba livia,Diana Carolina Macana,2020,4/23/2020,Public,Song,,,2.84
595614051,audio,Columba livia,Tatiana Segovia,2023,7/19/2023,Public,,,,0
369101941,audio,Columba livia,Sutanan Pinmaneenopparat,2021,9/13/2021,Public,Non-vocal,,,0
365514801,audio,Columba livia,Ryan Zucker,2021,8/31/2021,Public,,,,0
567106071,audio,Columba livia,Shilpa Gadgil,2023,5/4/2023,Public,,,,0
538701501,audio,Columba livia,African Googre,2023,2/23/2023,Public,Call,Adult – 1,,3
198563161,audio,Columba livia,Paul Marvin,2020,1/10/2020,Public,Song,,,3.24
559377781,audio,Columba livia,Rajesh Kalra,2023,4/18/2023,Public,,,,0
245346501,audio,Columba livia,Daniel Jauvin,2020,6/24/2020,Public,Non-vocal; Song,Adult – 12,,3.16
450926801,audio,Columba livia,Tristan Andrade,2022,5/19/2022,Public,"Courtship, Display, or Copulation; Flying; Non-vocal",,,3.5
568692161,audio,Columba livia,lakshmi bharadwaj,2023,5/7/2023,Public,Call; Foraging or Eating,Adult – 1; Unknown – 1,,2
488874981,audio,Columba livia,Abhijeet Rasal,2022,9/30/2022,Public,,,,0
509923131,audio,Columba livia,JOHN Martínez,2022,12/4/2022,Public,"Courtship, Display, or Copulation; Song",Adult Female – 1; Adult Male – 1,,4.5
449754631,audio,Columba livia,Alex Chellew,2022,5/16/2022,Public,,,,0
145564221,audio,Columba livia,Kenny Frisch,2019,3/16/2019,Public,Call,,,2.82
558545461,audio,Columba livia,Carey Purdon,2023,4/16/2023,Public,Call; Song,Adult – 2,,1
578220491,audio,Columba livia,Yashvi Patel,2023,5/28/2023,Public,,,,0
441246611,audio,Columba livia,Sandip Das,2022,4/28/2022,Public,,,,0
496399631,audio,Columba livia,Gregg Goodrich,2022,10/22/2022,Public,,,,0
301474071,audio,Columba livia,Sreekumar Chirukandoth,2020,1/26/2021,Public,,,,2.59
168777041,audio,Columba livia,Paul Marvin,2019,7/18/2019,Public,Call,,,3.6
156488521,audio,Columba livia,Richard Littauer,2019,5/6/2019,Public,Non-vocal,,,2.19
343981221,audio,Columba livia,Ajay Sarvagnam,2021,5/31/2021,Public,,,,0
326677331,audio,Columba livia,Harumi Umi,2021,4/15/2021,Public,,,,2
179897881,audio,Columba livia,Brian Henderson,2019,10/1/2019,Public,Call,,,2.25
232922821,audio,Columba livia,A Emmerson,2020,5/10/2020,Public,Call,Adult,,2.95
176934891,audio,Columba palumbus,A Emmerson,2019,9/13/2019,Public,Call,Adult – 1,,3
269035991,audio,Columba palumbus,A Emmerson,2020,10/7/2020,Public,Call,,,3
586766311,audio,Columba palumbus,Carlos Pereira,2023,6/20/2023,Public,,,,0
350573251,audio,Columba palumbus,Leo Wilhelm,2021,6/27/2021,Public,Song,Adult – 2,,4
480232451,audio,Columba palumbus,Leo Wilhelm,2022,9/1/2022,Public,Song,Unknown – 2,,4
552950211,audio,Columba palumbus,Dhruv Arora,2023,4/3/2023,Public,,,,0
448234211,audio,Columba palumbus,Juan Escudero,2022,5/14/2022,Public,,,,0
137959141,audio,Columba palumbus,Jay McGowan,2018,1/30/2019,Public,Non-vocal,,,1
220011741,audio,Columba palumbus,Miguel Rodríguez Esteban NFC Station,2020,4/2/2020,Public,,,,2
368801571,audio,Columba palumbus,Oliver Burton,2021,9/12/2021,Public,,,,2
597000991,audio,Columba palumbus,Richard Schnürmacher,2023,7/24/2023,Public,,,,4
245935731,audio,Columba palumbus,Paolo Matteucci,2020,6/27/2020,Public,,,,3.33
432277111,audio,Columba palumbus,Carlos Pereira,2022,4/5/2022,Public,,,,0
200484721,audio,Columba palumbus,Ignacio Barrionuevo,2020,1/20/2020,Public,Song,Adult – 1,,2.33
455661201,audio,Columba palumbus,Vincent Palmer,2022,6/1/2022,Public,,,,0
595424581,audio,Columba palumbus,Jorge Rodal,2023,7/19/2023,Public,,,,0
445485771,audio,Columba palumbus,Carlos Pereira,2022,5/7/2022,Public,,,,0
250700021,audio,Columba palumbus,Nelson Conceição,2020,7/21/2020,Public,Song,,,3
437963141,audio,Columba palumbus,Ricardo Borges,2022,4/20/2022,Public,,,,0
576963631,audio,Columba palumbus,Peter Keyel,2023,5/24/2023,Public,,,,0
602949131,audio,Columba palumbus,Colin Sumrall,2023,8/13/2023,Public,,,,0
220531311,audio,Columba palumbus,Ray Scally,2020,4/4/2020,Public,,,,4.25
232371921,audio,Columba palumbus,Nedeljko Markovic,2020,5/9/2020,Public,,,,2.8
551666661,audio,Columba palumbus,Kevin Smith,2023,3/31/2023,Public,,,,0
322085611,audio,Columba palumbus,Paulo Alves,2021,4/2/2021,Public,Song,Adult Male – 1,,2.75
169044421,audio,Columba palumbus,Ana Paula Alminhana Maciel,2019,7/21/2019,Public,,,,4.25
65594351,audio,Columba palumbus,Nicholas Allen,2017,8/9/2017,Public,Song,Adult,,3
607944511,audio,Columba palumbus,Amy Maranto,2023,8/28/2023,Public,,,,1
440415111,audio,Columba palumbus,Didier Lefevre,2022,4/26/2022,Public,,,,0
589039041,audio,Columba palumbus,Herb Elliott,2023,6/28/2023,Public,,,,2
221754011,audio,Columba palumbus,Miguel Rodríguez Esteban,2020,4/8/2020,Public,,,,4
368440151,audio,Columba palumbus,Mark Alexander,2021,9/11/2021,Public,,,,2
549434471,audio,Columba palumbus,José Ignacio Dies,2023,3/25/2023,Public,"Courtship, Display, or Copulation; Song",Male – 1,,0
237732581,audio,Columba palumbus,Eduardo Realinho,2020,5/23/2020,Public,Song,,,3.5
535206661,audio,Columba palumbus,Jorge Leitão,2023,2/14/2023,Public,Call; Flying,,,0
175080391,audio,Columba palumbus,Magill Weber,2019,9/1/2019,Public,,,,2
356972491,audio,Columba palumbus,Edward Jenkins,2021,7/26/2021,Public,,,,0
418000261,audio,Columba palumbus,Kevin Smith,2022,2/20/2022,Public,,,,0
448908511,audio,Columba palumbus,Anonymous,2022,5/15/2022,Public,,,,3
304128,audio,Columba palumbus,Peter Boesman,2007,12/15/2020,Public,Song,,archive,3.33
421751841,audio,Columba palumbus,Carlos Pereira,2022,3/3/2022,Public,,,,0
65220901,audio,Columba palumbus,Nicholas Allen,2017,8/5/2017,Public,Song,Adult,,2.5
147452041,audio,Columba palumbus,A Emmerson,2019,3/26/2019,Public,Song,Adult,,3
61504781,audio,Columba palumbus,Oliver Burton,2017,6/20/2017,Public,,,,3
230078261,audio,Columba palumbus,Huw Lloyd,2020,5/3/2020,Public,,,,3.33
459104731,audio,Columba palumbus,Heather Chenery,2022,6/13/2022,Public,Call,,,0
445573841,audio,Columba palumbus,Francisco Molinero,2022,5/8/2022,Public,,,,0
368798731,audio,Columba palumbus,Oliver Burton,2021,9/12/2021,Public,Song,,,2
215208871,audio,Columba palumbus,Gabriel Leite,2017,3/13/2020,Public,Song,,,3.5
594861271,audio,Columba palumbus,Heather Chenery,2023,7/17/2023,Public,Call,Adult – 1,,4
508607251,audio,Columba palumbus,Connor Cochrane,2022,11/29/2022,Public,,,,4
221736451,audio,Columba palumbus,Juan Cavero Alcaine,2020,4/8/2020,Public,,,,2.67
582942231,audio,Columba palumbus,Carlos Pereira,2023,6/9/2023,Public,,,,0
596974791,audio,Columba palumbus,Andy Butler,2022,7/24/2023,Public,,,,0
444423651,audio,Columba palumbus,Anonymous,2022,5/5/2022,Public,,,,4
455322271,audio,Columba palumbus,Vincent Palmer,2022,5/31/2022,Public,,,,0
193531881,audio,Columba palumbus,A Emmerson,2019,12/16/2019,Public,,Adult – 1,,3.5
425119621,audio,Columba palumbus,Carlos Pereira,2022,3/14/2022,Public,,,,0
585304251,audio,Columba palumbus,Fernando T Rico,2023,6/16/2023,Public,,,,4
155352731,audio,Columba palumbus,Richard Littauer,2019,5/2/2019,Public,Song,,,2.25
570487541,audio,Columba palumbus,Carlos Pereira,2023,5/11/2023,Public,,,,0
556440871,audio,Columba palumbus,Fernando T Rico,2023,4/11/2023,Public,,,,4
64342781,audio,Columba palumbus,John P Richardson,2017,7/26/2017,Public,,,,3.5
343381601,audio,Columba palumbus,Nataliya POPOVA,2021,5/29/2021,Public,,,,1
232371871,audio,Columba palumbus,Nedeljko Markovic,2020,5/9/2020,Public,,,,3.4
249704901,audio,Columba palumbus,Helio Ruipérez,2020,7/16/2020,Public,,,,2.67
568226121,audio,Columba palumbus,Carlos Pereira,2023,5/7/2023,Public,,,,0
238885081,audio,Columba palumbus,Martin  Mühlbach,2020,5/26/2020,Public,,,,3.75
421751651,audio,Columba palumbus,Carlos Pereira,2022,3/3/2022,Public,,,,0
167559671,audio,Columba palumbus,Nelson Conceição,2019,7/9/2019,Public,Song,,,3
560757951,audio,Columba palumbus,Fernando T Rico,2023,4/21/2023,Public,Song,Adult Male – 1,,4
227078141,audio,Columba palumbus,Huw Lloyd,2020,4/25/2020,Public,,,,2.33
315643561,audio,Columba palumbus,Dominic Garcia-Hall,2020,3/11/2021,Public,"Courtship, Display, or Copulation; Dawn Song",Male – 1,,4
320240781,audio,Columba palumbus,Daniel Brzdęk,2021,3/27/2021,Public,,,,2
417956861,audio,Columba palumbus,Kevin Smith,2022,2/20/2022,Public,,,,0
413050331,audio,Columba palumbus,Francisco Molinero,2022,2/5/2022,Public,,,,0
421644961,audio,Columba palumbus,Ivan V,2021,3/3/2022,Public,,,,5
432070031,audio,Columba palumbus,Carlos Pereira,2022,4/4/2022,Public,,,,0
450769521,audio,Columba palumbus,Carlos Pereira,2022,5/19/2022,Public,,,,0
607182781,audio,Columba palumbus,Amy Maranto,2023,8/26/2023,Public,,,,1
479451371,audio,Columba palumbus,Claire Stephens-Davies,2022,8/29/2022,Public,,,,5
544935501,audio,Columba palumbus,Jock McCracken,2019,3/13/2023,Public,,,,0
467203301,audio,Columba palumbus,Fernando T Rico,2022,7/14/2022,Public,,,,4
329646471,audio,Columba palumbus,Anonymous,2021,4/24/2021,Public,Song,,,3.67
576751711,audio,Columba palumbus,João Tomás,2023,5/24/2023,Public,,,,4
382872581,audio,Columba palumbus,Mark Lewis,2021,10/26/2021,Public,Flying; Non-vocal,Unknown – 1,,2
571738981,audio,Columba palumbus,David Guarnieri,2023,5/14/2023,Public,,,,5
560866781,audio,Columba palumbus,Carlos Pereira,2023,4/21/2023,Public,,,,0
440764281,audio,Columba palumbus,Mark Andrews,2022,4/27/2022,Public,,,,0
585516101,audio,Columba palumbus,Petr Pivoda,2023,6/17/2023,Public,,,,0
432814381,audio,Columba palumbus,Kalle Rainio,2022,4/7/2022,Public,Song,Adult Male – 1,,3
99192461,audio,Columba palumbus,Ky Clare,2018,5/9/2018,Public,Call,,,2.75
536296291,audio,Columba palumbus,Jock McCracken,2019,2/17/2023,Public,,,,0
185391451,audio,Columba palumbus,Dale Forbes,2019,11/1/2019,Public,Flight Song; Song,,,4
255427141,audio,Columba palumbus,A Emmerson,2020,8/14/2020,Public,Call,Adult – 1,,2.33
596306301,audio,Columba palumbus,Amy Maranto,2023,7/22/2023,Public,,,,1
595826431,audio,Columba palumbus,Paula Anunciação,2023,7/20/2023,Public,Song,Unknown – 1,,0
282966681,audio,Columba palumbus,Giacomo Guidotti,2020,11/26/2020,Public,,,,3.67
317770111,audio,Columba palumbus,Steve Thorpe,2021,3/18/2021,Public,,,,3
203890061,audio,Columba palumbus,Joe Angseesing,2016,2/3/2020,Public,Call; Song,,,3.8
58740341,audio,Corvus monedula,Robert Bochenek,2017,5/20/2017,Public,Call,,,2.75
230067951,audio,Corvus monedula,Huw Lloyd,2020,5/3/2020,Public,,,,3.33
213513361,audio,Corvus monedula,Jacob Spinks,2020,3/5/2020,Public,Flying,,,4
579168021,audio,Corvus monedula,Stuart Fisher,2020,5/30/2023,Public,Flight Call,,,4
458178121,audio,Corvus monedula,Aman Mottaqui-Tabar,2022,6/10/2022,Public,,,,1.67
451435501,audio,Corvus monedula,Leo Taverne,2022,5/21/2022,Public,,,,4
542610271,audio,Corvus monedula,Keith Robson,2023,3/6/2023,Public,,,,3.33
304140,audio,Corvus monedula,Peter Boesman,2007,12/15/2020,Public,Call,,archive,4.33
281859611,audio,Corvus monedula,Fernando T Rico,2020,11/22/2020,Public,Call,,,2.67
523823621,audio,Corvus monedula,Susana Noguera Hernández,2023,1/14/2023,Public,,,,2
86441141,audio,Corvus monedula,Mark Lewis,2018,2/18/2018,Public,,,,3.25
592386241,audio,Corvus monedula,Katie Loyd,2023,7/9/2023,Public,,,,0
421475151,audio,Corvus monedula,Jan Harm Wiers,2022,3/2/2022,Public,,,,2.67
428608281,audio,Corvus monedula,Anton Grams,2022,3/25/2022,Public,,,,4.67
591365551,audio,Corvus monedula,Andrew Spencer,2023,7/5/2023,Public,Call,Adult,,3
136774601,audio,Corvus monedula,Jorge Leitão,2018,1/24/2019,Public,Flight Song,,,4
179462791,audio,Corvus monedula,Ray Scally,2019,9/29/2019,Public,,,,4.5
518276021,audio,Corvus monedula,Simon Mitchell,2022,12/30/2022,Public,,,,2
521066601,audio,Corvus monedula,Gregorio Chaguaceda Tomás,2023,1/6/2023,Public,,,,2
498046991,audio,Corvus monedula,Ivan V,2022,10/27/2022,Public,,,,2.67
533565431,audio,Corvus monedula,Richard Brahmstaedt,2023,2/10/2023,Public,Flight Call,,,3.67
283162641,audio,Corvus monedula,Michael Hoit,2020,11/27/2020,Public,Call,,,1.67
222510001,audio,Corvus monedula,Karthik Thrikkadeeri,2020,4/11/2020,Public,Flight Call,,,3.33
579168051,audio,Corvus monedula,Stuart Fisher,2020,5/30/2023,Public,Flight Call,,,3
350951881,audio,Corvus monedula,Berkay Alagöz,2021,6/28/2021,Public,Duet; Flying,,,5
364516821,audio,Corvus monedula,Kalyani Kapdi,2021,8/28/2021,Public,,,,3
380340401,audio,Corvus monedula,Fernando T Rico,2021,10/17/2021,Public,,,,2.33
528718491,audio,Corvus monedula,Jorge Leitão,2023,1/27/2023,Public,Call,,,3.75
536512431,audio,Corvus monedula,Anonymous,2023,2/18/2023,Public,Flight Call,,,4
417025591,audio,Corvus monedula,Dibyendu Ash,2022,2/17/2022,Public,,,,3.33
586291051,audio,Corvus monedula,Patrick Horn,2023,6/19/2023,Public,,,,3
395894021,audio,Corvus monedula,Adam Dudley,2021,12/14/2021,Public,Flying,,,3.33
136773591,audio,Corvus monedula,Jorge Leitão,2018,1/24/2019,Public,Call,,,3.67
558997881,audio,Corvus monedula,Michael Hurben,2023,4/17/2023,Public,,,,3.25
335396801,audio,Corvus monedula,Fernando T Rico,2021,5/8/2021,Public,,,,3.33
459405071,audio,Corvus monedula,Miguel Rodríguez Esteban,2022,6/14/2022,Public,Call,,,3.33
243927011,audio,Corvus monedula,A Emmerson,2020,6/17/2020,Public,Call,Adult,,4
376236401,audio,Corvus monedula,Jorge Leitão,2017,10/9/2021,Public,,,,3.33
197202971,audio,Corvus monedula,A Emmerson,2020,1/4/2020,Public,Flight Call,Adult – 40,,3.67
550982131,audio,Corvus monedula,A Emmerson,2023,3/29/2023,Public,Call,Adult – 1,,4
597252851,audio,Corvus monedula,Andrew Skotnicki,2023,7/25/2023,Public,Call,,,3
167733721,audio,Corvus monedula,Ramit Singal,2019,7/10/2019,Public,Flight Call,Adult,,4
281847551,audio,Corvus monedula,Baltasar Pinheiro,2020,11/22/2020,Public,,,,3.33
180310441,audio,Corvus monedula,Dan Stoker,2019,10/4/2019,Public,,,,2.75
282962751,audio,Corvus monedula,Giacomo Guidotti,2020,11/26/2020,Public,,,,2.33
554116721,audio,Corvus monedula,Ryan Irvine,2023,4/6/2023,Public,,,,3.25
348234181,audio,Corvus monedula,Daniel Brzdęk,2021,6/16/2021,Public,,,,3.75
533375141,audio,Corvus monedula,Javier Prieta,2023,2/9/2023,Public,Flight Call; Flying,,,3
87433901,audio,Corvus monedula,Miguel Ángel Madrid Gómez,2018,2/25/2018,Public,Call,Adult,,3.4
522161331,audio,Corvus monedula,Daniel Garrigues,2023,1/9/2023,Public,,,,2.33
543239831,audio,Corvus monedula,Ali B,2023,3/8/2023,Public,,,,3.75
256521311,audio,Corvus monedula,Huw Lloyd,2020,8/19/2020,Public,,,,4.33
579168041,audio,Corvus monedula,Stuart Fisher,2020,5/30/2023,Public,Flight Call,,,3.33
303932921,audio,Corvus monedula,Will Langdon,2021,2/3/2021,Public,Call,,,4.33
60247481,audio,Corvus monedula,Peter Keyel,2017,6/4/2017,Public,,,,1.5
315317371,audio,Corvus monedula,Simon Colenutt,2021,3/10/2021,Public,,,,5
584043441,audio,Corvus monedula,Vivian Young,2023,6/12/2023,Public,,,,3.33
62140741,audio,Corvus monedula,Sean Walsh,2017,6/28/2017,Public,Call,,,3
470454431,audio,Corvus monedula,Ramit Singal,2022,7/27/2022,Public,Call; Flight Call,Adult – 1; Juvenile – 1,,3.67
557341861,audio,Corvus monedula,Giuseppe Fusco,2023,4/13/2023,Public,Call,,,2.5
399999921,audio,Corvus monedula,Gregorio Chaguaceda Tomás,2021,12/29/2021,Public,,,,1
109232591,audio,Corvus monedula,Kathy Carroll,2018,7/31/2018,Public,Call,,,1.67
284664981,audio,Corvus monedula,Jacob Spinks,2020,12/2/2020,Public,Flight Call; Flying,,,2.67
486152171,audio,Corvus monedula,Jeffrey Roth,2022,9/21/2022,Public,Call,,,4
597594831,audio,Corvus monedula,Anonymous,2023,7/26/2023,Public,,Adult – 2,,4
263677631,audio,Corvus monedula,Helio Ruipérez,2020,9/18/2020,Public,,,,3
420773381,audio,Corvus monedula,Ivan V,2021,2/28/2022,Public,,,,3.67
386733421,audio,Corvus monedula,Fernando T Rico,2021,11/9/2021,Public,,,,3.67
372986691,audio,Corvus monedula,Gregg Friesen,2021,9/27/2021,Public,Foraging or Eating,Adult – 2,,3
87848731,audio,Corvus monedula,Jorge  Safara,2018,2/28/2018,Public,,,,3.25
535102221,audio,Corvus monedula,Gabriel Patinyo,2023,2/14/2023,Public,,,,4
488072291,audio,Corvus monedula,Andrew Steele,2022,9/27/2022,Public,,,,2.25
491889381,audio,Corvus monedula,Sunanda Vinayachandran,2022,10/9/2022,Public,,,,4
498291951,audio,Corvus monedula,Gonzalo Bel Lallave,2022,10/28/2022,Public,,,,4.25
304254,audio,Corvus monedula,Peter Boesman,2007,12/15/2020,Public,Call,,archive,4.67
262896631,audio,Corvus monedula,Peter Boesman,2020,9/15/2020,Public,Call,,,4.33
175467961,audio,Corvus monedula,Andrew Spencer,2019,9/3/2019,Public,Call,Adult – 1,,4.25
496059841,audio,Corvus monedula,Juan Aguayo,2022,10/21/2022,Public,,,,2.67
591994351,audio,Corvus monedula,Francisco Pires,2023,7/7/2023,Public,Call,Adult – 2,,2.5
604201721,audio,Corvus monedula,הלל נחמן,2023,8/17/2023,Public,,,,4
191416121,audio,Corvus monedula,Jorge Leitão,2019,12/4/2019,Public,,,,3.5
386737161,audio,Corvus monedula,Guillermo López Zamora,2021,11/9/2021,Public,,,,4
448768551,audio,Corvus monedula,Paul Hackett,2022,5/15/2022,Public,,,,1.67
296462101,audio,Corvus monedula,Fernando T Rico,2021,1/10/2021,Public,,,,3.33
466536981,audio,Corvus monedula,Paul Hackett,2022,7/11/2022,Public,,,,2.33
345378761,audio,Corvus monedula,Anonymous,2021,6/5/2021,Public,,,,3.67
46302221,audio,Corvus monedula,Gregory Budney,2002,1/23/2017,Public,Call; Flight Call,Adult,,3.25
516489491,audio,Corvus monedula,Fernando T Rico,2022,12/25/2022,Public,,,,3.67
523361961,audio,Corvus monedula,Fernando T Rico,2023,1/12/2023,Public,,,,2.67
128242461,audio,Corvus monedula,Jorge Leitão,2018,12/12/2018,Public,Call,,,3.5
381583021,audio,Corvus monedula,Fernando T Rico,2021,10/22/2021,Public,,,,4
413518311,audio,Corvus monedula,Radovan Václav,2022,2/6/2022,Public,Flight Call; Flying,,,3.67
395721751,audio,Corvus monedula,David Garrigues,2021,12/13/2021,Public,Call; Flying; Foraging or Eating; Song,Adult,,3.67
288934441,audio,Corvus monedula,A Emmerson,2020,12/18/2020,Public,Call,Adult,,3.33
486767561,audio,Corvus monedula,Michael Hoit,2022,9/23/2022,Public,Call,,,3.33
478670201,audio,Corvus monedula,Gabriel Jamie,2022,8/27/2022,Public,Call,Adult – 2,,3.25
575368201,audio,Corvus monedula,João Tomás,2023,5/21/2023,Public,Call,,,3
208599201,audio,Corvus monedula,William Hull,2020,2/11/2020,Public,,,,3.5
103199121,audio,Corvus monedula,Dominic Garcia-Hall,2018,6/4/2018,Public,Call,Juvenile,,4.25
570241291,audio,Corvus monedula,Hugo Schlenker,2023,5/11/2023,Public,,,,4.25
203948771,audio,Cuculus canorus,Eric francois Roualet,2014,2/3/2020,Public,Song,,,4
235206701,audio,Cuculus canorus,Susana Noguera Hernández,2020,5/16/2020,Public,,,,4.5
233178,audio,Cuculus canorus,Bob McGuire,2017,4/25/2018,Public,Call; Song,Adult – 1,archive,3
450294231,audio,Cuculus canorus,Vins Ofmylife,2022,5/18/2022,Public,,,,0
409348951,audio,Cuculus canorus,Rozan Dhungel,2021,1/24/2022,Public,,,,3
459453101,audio,Cuculus canorus,Sahana M,2022,6/14/2022,Public,,,,0
602388311,audio,Cuculus canorus,Javier Morala/MCBirding.com,2023,8/11/2023,Public,,Juvenile – 1,,5
531875611,audio,Cuculus canorus,Dhruv Arora,2022,2/5/2023,Public,,,,2
56402721,audio,Cuculus canorus,Manuel Silva,2017,5/1/2017,Public,,,,2
237461601,audio,Cuculus canorus,Huw Lloyd,2020,5/22/2020,Public,,,,2
223804701,audio,Cuculus canorus,Samakshi Tiwari,2020,4/15/2020,Public,Song,Unknown – 1,,1
157809471,audio,Cuculus canorus,Lynden Schofield,2019,5/11/2019,Public,Song,Adult Male,,4
570600211,audio,Cuculus canorus,NFC Station,2023,5/12/2023,Public,,,,0
95631491,audio,Cuculus canorus,Dominic Garcia-Hall,2018,4/21/2018,Public,Song,Adult Male,,4
462390631,audio,Cuculus canorus,African Googre,2022,6/25/2022,Public,Call; Song,Adult Male – 1,,3
330032431,audio,Cuculus canorus,Pedro Moreira,2021,4/25/2021,Public,Song,,,3
478177731,audio,Cuculus canorus,Marshall Iliff,2022,8/25/2022,Public,,,,1
600218221,audio,Cuculus canorus,Aamir Nasirabadi,2023,8/4/2023,Public,,,,0
237409091,audio,Cuculus canorus,Holger Schneider,2020,5/22/2020,Public,,,,4
440396371,audio,Cuculus canorus,Ben Loehnen,2022,4/26/2022,Public,,,,4.5
575234701,audio,Cuculus canorus,Anonymous,2023,5/21/2023,Public,Song,,,4
564357671,audio,Cuculus canorus,Manuel Velasco,2023,4/29/2023,Public,,,,0
435777551,audio,Cuculus canorus,Fernando Aranguren jimenez,2022,4/15/2022,Public,,,,4
576666131,audio,Cuculus canorus,Tandin Wangdi,2023,5/24/2023,Public,,,,0
242949031,audio,Cuculus canorus,Thomas Brooks,2020,6/13/2020,Public,Song,,,2
229777471,audio,Cuculus canorus,Sergi Sales,2020,5/2/2020,Public,,,,2
562259051,audio,Cuculus canorus,Johnathan Dadds,2023,4/24/2023,Public,,,,5
327107861,audio,Cuculus canorus,Jorge  Safara,2021,4/17/2021,Public,,,,3
343548151,audio,Cuculus canorus,Paul Poronto,2021,5/29/2021,Public,,,,3
354135871,audio,Cuculus canorus,Esha Munshi,2021,7/13/2021,Public,Call,Unknown – 1,,3.5
437353911,audio,Cuculus canorus,Pantea Golzari,2022,4/19/2022,Public,,,,0
232241831,audio,Cuculus canorus,Joseph Monkhouse,2020,5/9/2020,Public,,,,1
97637711,audio,Cuculus canorus,Ky Clare,2018,5/2/2018,Public,Song,,,3
598592241,audio,Cuculus canorus,Jason Vassallo,2023,7/29/2023,Public,,,,4
448783861,audio,Cuculus canorus,Thomas Brooks,2022,5/15/2022,Public,,,,1
96794341,audio,Cuculus canorus,Jake Turin,2017,4/27/2018,Public,Call,,,5
203616311,audio,Cuculus canorus,Anonymous,2020,1/28/2020,Public,,,,3
552959921,audio,Cuculus canorus,Natalia  Iris,2023,4/3/2023,Public,,,,0
356742631,audio,Cuculus canorus,Joye Zhou,2021,7/25/2021,Public,Flight Call; Flight Song; Flying,,,1
591273371,audio,Cuculus canorus,David Kuster,2023,7/5/2023,Public,,,,0
95630511,audio,Cuculus canorus,Dominic Garcia-Hall,2018,4/21/2018,Public,Song,Adult Male,,3
450798731,audio,Cuculus canorus,Pedro Moreira,2022,5/19/2022,Public,,,,4
237295211,audio,Cuculus canorus,Blair Whyte,2020,5/21/2020,Public,,,,3.33
242973861,audio,Cuculus canorus,Huw Lloyd,2020,6/13/2020,Public,,,,4
571964291,audio,Cuculus canorus,Anonymous,2023,5/14/2023,Public,,,,0
340416301,audio,Cuculus canorus,Michael W,2021,5/20/2021,Public,,,,1
330180011,audio,Cuculus canorus,Thomas Brooks,2021,4/25/2021,Public,,,,1
449926851,audio,Cuculus canorus,Yousif Attia,2022,5/17/2022,Public,,,,3
242094731,audio,Cuculus canorus,syed taffazull hussain,2020,6/9/2020,Public,,,,3
242973691,audio,Cuculus canorus,Huw Lloyd,2020,6/13/2020,Public,,,,3
51405,audio,Cuculus canorus,Jennifer F. M. Horne,1983,7/20/2016,Public,Song,Adult – 1,archive,3
348984231,audio,Cuculus canorus,Yubin Shrestha,2021,6/19/2021,Public,,,,1
203909491,audio,Cuculus canorus,Josep del Hoyo,2015,2/3/2020,Public,Call,,,4.2
413074231,audio,Cuculus canorus,Daniel Brzdęk,2020,2/5/2022,Public,,,,4.5
164863051,audio,Cuculus canorus,Jorge Leitão,2019,6/19/2019,Public,Song,,,2
235420371,audio,Cuculus canorus,Huw Lloyd,2020,5/16/2020,Public,,,,3
165378981,audio,Cuculus canorus,Zebedee Muller,2019,6/23/2019,Public,Song,,,3
225051871,audio,Cuculus canorus,Thomas Brooks,2020,4/19/2020,Public,,,,1
233394321,audio,Cuculus canorus,Tandri Gauksson,2020,5/11/2020,Public,Song,,,2
203896371,audio,Cuculus canorus,Josep del Hoyo,2019,2/3/2020,Public,Call,,,3
258639061,audio,Cuculus canorus,Julia Wittmann,2020,8/29/2020,Public,Song,Adult Male – 1,,4.5
595132211,audio,Cuculus canorus,Ajoy Kumar Dawn,2023,7/18/2023,Public,,,,5
237290491,audio,Cuculus canorus,José Miguel Barbosa,2020,5/21/2020,Public,,,,2
281406,audio,Cuculus canorus,Peter Boesman,2015,5/28/2020,Public,Song,,archive,4
285260,audio,Cuculus canorus,Peter Boesman,2019,5/28/2020,Public,Song,,archive,4
572990481,audio,Cuculus canorus,Ben Bird,2023,5/16/2023,Public,,,,0
237015231,audio,Cuculus canorus,Roman Lo,2020,5/20/2020,Public,,,,3.5
